from_stop,to_stop,departure_ts,arrival_ts,user_id
B,C,25482,25789,-555242511250031198
B,C,25787,25791,-6985500420524189136
B,C,25777,25791,-5156206406944079983
B,C,25758,25793,-4377401394020255337
B,C,25666,25795,-7666809892958151741
B,C,25660,25798,-1310092190145378466
B,C,25631,25798,-1173526150016415972
B,C,25781,25800,1723196081120880472
B,C,25658,25800,-1793960244363146020
B,C,25800,25802,-7432191763059612139
B,C,25668,25802,-2019677173962991970
B,C,25802,25804,8756727876047559390
B,C,25676,25808,4269301567935605321
B,C,25822,25824,-5919679206306334868
B,C,25833,25835,-1831042947687856705
B,C,25837,25841,-2938323379231176863
B,C,25841,25843,9119680771825222102
B,C,25833,25845,3821722326575433803
B,C,25852,25854,-6723299337281091317
B,C,25845,25856,1940974486472217800
B,C,25856,25887,-9043611100511870049
A,B,25817,25895,9050807775060233987
A,B,25829,25897,-3992823219778314959
A,B,25837,25899,-2052024671617018191
A,B,25783,25899,-4370055018712838137
A,B,25847,25901,-6784333045777965121
A,B,25847,25901,-4468870471429333973
A,B,25795,25906,7191969165213602284
A,B,25847,25906,7017210223793837716
A,B,25849,25906,-7219347749957257256
A,B,25849,25908,-7370103623074175283
A,B,25853,25910,2641151273900560501
A,B,25830,25910,-1857870918944454767
A,B,25770,25912,8350677592201700735
A,B,25843,25912,1043808963088171398
A,B,25831,25912,1643593321604821743
A,B,25852,25912,8320131008470610777
A,B,25840,25912,-436973939939195134
A,B,25793,25914,4941548132151633585
A,B,25855,25914,-2506379679825398550
A,B,25795,25914,8593975663535933576
A,B,25847,25920,-2485703983109691663
A,B,25846,25920,991544623011625715
A,B,25849,25922,8089850404450040617
A,B,25847,25922,1944977313214496823
A,B,25793,25922,5831429040660832233
A,B,25853,25922,6468223464538065816
A,B,25793,25924,8539259609908540831
A,B,25840,25926,-6963946470601162516
A,B,25855,25928,4075121951501418127
A,B,25832,25928,7132754677699275482
A,B,25847,25928,8399109241070907782
A,B,25829,25928,-1847557880352705077
A,B,25853,25934,8124033249040412609
A,B,25853,25936,2684381450603843620
A,B,25846,25940,-1952985430169662494
A,B,25841,25940,6324042508873968952
A,B,25807,25940,598591259845990102
A,B,25823,25940,-7465500917318940901
A,B,25813,25940,7891535346077477708
A,B,25799,25944,6979824509082229271
B,C,25612,25944,8776602768045524336
A,B,25825,25944,-2932579635567601350
A,B,25847,25948,-1532838518532385767
A,B,25847,25953,-1809632316998633129
A,B,25810,25957,-4395812298077316835
A,B,25846,25967,6989208639268803799
A,B,25846,25971,3795897155412585352
B,C,25914,26035,8593975663535933576
B,C,25959,26037,2070912484871568830
B,C,25963,26037,5775769239405805162
B,C,25967,26039,1992471762522045658
B,C,25969,26041,5003532663740748049
A,C,25819,26041,492508453122662720
B,C,25957,26041,-6784333045777965121
B,C,25967,26041,-2052024671617018191
B,C,25959,26041,3343170811522873840
B,C,25969,26041,1404845550827906054
B,C,25957,26041,-4395812298077316835
B,C,25914,26043,1643593321604821743
B,C,25965,26043,3767905413396954173
B,C,25975,26043,8320131008470610777
B,C,25971,26046,1567738670215235746
B,C,25922,26046,5831429040660832233
B,C,25963,26046,-8632159677601656172
B,C,25963,26046,4337693481184991646
B,C,26043,26048,3343170811522873840
B,C,25928,26048,-2296969996526871264
A,C,25852,26048,1369600232825205703
B,C,25969,26048,-436973939939195134
B,C,25973,26048,-7219347749957257256
B,C,25977,26050,2641151273900560501
B,C,25969,26050,1191769924278300197
B,C,25977,26050,-1847557880352705077
B,C,26048,26050,1567738670215235746
B,C,25973,26050,1043808963088171398
A,C,25777,26050,6235184415154113186
B,C,25975,26052,8089850404450040617
B,C,25973,26054,-1952985430169662494
B,C,25940,26054,1996909741767935600
B,C,25946,26054,-582609927784347414
B,C,25953,26056,8399109241070907782
B,C,24394,26056,5364709118118194039
A,C,25817,26058,-8505038953395856161
B,C,25979,26058,2684381450603843620
B,C,26054,26058,1191769924278300197
B,C,25977,26058,5964886297771059573
B,C,25940,26058,-7465500917318940901
A,C,25846,26061,2818283689517676848
B,C,25967,26061,-6302181255447224230
B,C,25973,26061,991544623011625715
B,C,25940,26061,-2485703983109691663
B,C,25940,26063,6324042508873968952
B,C,25969,26065,8539259609908540831
B,C,25944,26067,-2932579635567601350
A,C,25841,26067,2448918666989420053
B,C,26063,26067,8089850404450040617
B,C,25973,26067,-7370103623074175283
B,C,25971,26069,-4237512577051824543
A,C,25828,26069,-8792539145232456662
B,C,26061,26069,8320131008470610777
B,C,25979,26071,6744521159792218183
B,C,25965,26071,-4370055018712838137
B,C,25948,26071,7132754677699275482
B,C,26061,26073,-582609927784347414
B,C,25914,26073,4941548132151633585
B,C,25932,26075,5211250876302219011
B,C,26063,26075,5964886297771059573
B,C,25953,26075,-1857870918944454767
B,C,25948,26075,-1532838518532385767
B,C,25906,26075,7191969165213602284
B,C,25936,26079,2881262409547082550
B,C,25961,26079,-1809632316998633129
B,C,26061,26079,5364709118118194039
A,C,25782,26079,5183025940937838778
B,C,25955,26079,8977736410440166973
A,C,25843,26079,4050936742026149689
B,C,25944,26079,-7298778976637779287
A,C,25835,26083,-8585951685281915031
B,C,26079,26083,6744521159792218183
B,C,26069,26083,2684381450603843620
A,C,25804,26085,-7108464334119306464
B,C,25928,26085,4826562865006908952
B,C,25965,26088,6156942036630253540
B,C,25969,26088,-5499782432670617470
A,C,25829,26090,6828463901236599690
B,C,25971,26092,6989208639268803799
B,C,25975,26092,-8632162677592656099
B,C,26065,26094,991544623011625715
B,C,25975,26094,1277616763881030735
B,C,25948,26098,5781756876948272955
B,C,25963,26098,8842494176165856163
B,C,26088,26105,8539259609908540831
B,C,26065,26105,8399109241070907782
B,C,25928,26109,-6963946470601162516
B,C,25944,26109,7891535346077477708
B,C,26105,26109,1992471762522045658
B,C,25891,26111,-6435592813586908208
B,C,25979,26111,4075121951501418127
B,C,26116,26118,807709139969655403
B,C,26124,26131,3395591542718426276
B,C,26131,26146,3201150762967390018
B,C,26152,26157,-1813541307949780890
A,C,25847,26190,-5791804462830431102
A,B,26148,26192,5737369575306666784
A,B,26140,26194,-7781671051070659349
A,B,26140,26194,8355077970199298657
A,B,26146,26197,9120606150959364472
A,B,26082,26197,1820635227542941605
A,B,26088,26197,6865052152682089996
A,B,26105,26197,-49704734871330658
A,B,26148,26197,7941562132148633485
A,B,26146,26199,-3820675547343549846
A,B,26147,26199,-5421602985155944966
A,B,26142,26199,-2877935892213907720
A,B,26146,26201,-8535550132144613999
A,B,26086,26201,3393312496792669242
A,B,26146,26201,4286717084655016447
A,B,26142,26201,-1761001425425794523
B,C,25973,26201,1944977313214496823
A,B,26142,26201,-1932114848179776422
A,B,26134,26203,-537916904139595438
A,B,26117,26203,5460601138026291458
A,B,26145,26203,-8183056376074273266
A,B,26139,26205,7777009145048750695
A,B,26117,26205,-3880044668494003701
A,B,26146,26207,-5982254022123177505
A,B,26152,26207,7831355580920571721
A,B,26152,26207,-3419982738117347074
A,B,26094,26207,-4792812738826831880
A,B,26145,26210,-1346907137420216599
A,B,26094,26210,7136518638731300537
A,B,26140,26210,-7108539334585307233
A,B,26148,26212,8338202739307244917
A,B,26133,26212,-8705836388934612940
A,B,26147,26212,3323179989245529971
A,B,26142,26212,-3971318006247083678
A,B,26148,26214,-7636167502084194867
A,B,26146,26214,3915788563064540315
A,B,26135,26216,-6682379369684563865
A,B,26154,26216,-5293659574475337043
A,B,26148,26216,-7272952564662596403
A,B,26136,26216,4338080738696244092
A,B,26148,26218,5311029341387191582
A,B,26106,26218,-8480558669927405658
A,B,26118,26220,7582550740749424516
A,B,26148,26222,-3136112353660588033
A,B,26153,26222,-4622996301344113894
A,B,26078,26222,1191819141350831884
A,B,25914,26224,-3317256002244677791
A,B,26094,26227,-8018231218213491106
A,B,26124,26227,8355076970278298921
A,B,26145,26235,-7322080316692501717
A,B,26136,26237,3766839599264772449
A,B,26146,26239,493692320587602054
A,B,26015,26244,-1878959917551929253
A,B,26146,26244,-3784492792750687931
A,B,26142,26251,-341494083853770618
A,B,26145,26257,4750493896828159876
A,B,26076,26259,-8356255786234722364
B,C,26255,26313,-7448481694140648234
A,B,25917,26324,-8604712735286589064
B,C,26242,26330,-3904397605706640234
B,C,26235,26333,1936763636508619577
B,C,26265,26333,-8480558669927405658
B,C,26216,26333,-537916904139595438
B,C,26207,26333,-3880044668494003701
B,C,26263,26333,4286717084655016447
A,C,26148,26337,-9130181557139943743
B,C,26263,26337,3915788563064540315
B,C,26270,26337,7576853141371318721
B,C,26216,26337,6482240867060595736
B,C,26246,26339,-1878959917551929253
B,C,26218,26339,-8994320141126171490
B,C,26274,26339,-3598705160268524489
B,C,26224,26339,142284272595892608
B,C,26263,26339,-6682379369684563865
B,C,26253,26339,-341494083853770618
B,C,26257,26339,-2877935892213907720
B,C,26274,26339,-3419982738117347074
B,C,26265,26339,6865052152682089996
A,C,25950,26339,-8954043747170622747
B,C,26272,26339,5530029968798332964
B,C,26216,26339,-7272952564662596403
B,C,26239,26341,-5421602985155944966
B,C,26261,26341,-7636167502084194867
B,C,26270,26341,-2509673924197800865
B,C,26263,26341,-1346907137420216599
B,C,26222,26344,-5244765340177085992
B,C,26229,26344,9057349088038547818
B,C,26268,26344,-1932114848179776422
B,C,26268,26346,-3136112353660588033
B,C,26263,26346,5714865996586218266
B,C,26274,26348,-4622996301344113894
B,C,26257,26348,4750493896828159876
B,C,26274,26348,-492283252742076757
B,C,26274,26350,-4709695880455253422
B,C,26259,26350,6777270210839248548
B,C,26259,26352,9140624247242909690
B,C,26346,26352,-7272952564662596403
B,C,26341,26352,-2877935892213907720
B,C,26346,26352,-7636167502084194867
B,C,26261,26352,-8356255786234722364
B,C,26237,26352,-8058225485089754534
B,C,26259,26354,-2604688964199988960
B,C,26348,26354,-1932114848179776422
B,C,26169,26354,1069951095707755678
B,C,26265,26354,-8705836388934612940
B,C,26270,26356,-4409896883909499170
B,C,26233,26356,5460601138026291458
B,C,26253,26356,1820635227542941605
A,C,26148,26356,-9000250541261147962
B,C,26346,26356,-3904397605706640234
B,C,26274,26358,-352955688114398818
B,C,26253,26358,-38425750796261521
B,C,26274,26358,1604585249394713291
B,C,26348,26358,-3598705160268524489
B,C,26265,26358,7941562132148633485
B,C,26222,26360,1191819141350831884
B,C,26270,26360,385469187348826341
B,C,26272,26363,-8183056376074273266
B,C,26350,26363,-3136112353660588033
B,C,26354,26363,3915788563064540315
B,C,26286,26365,-3784492792750687931
B,C,26229,26365,-8018231218213491106
B,C,26229,26365,-9183731608214676523
B,C,26257,26370,3556740171377513407
B,C,26363,26372,1604585249394713291
B,C,26235,26372,-7322080316692501717
B,C,26231,26374,-4792812738826831880
B,C,26265,26376,-1761001425425794523
B,C,26197,26376,2469409381661979467
B,C,26248,26376,-6411945405640235603
B,C,26261,26380,5097115652114978383
B,C,26263,26384,493692320587602054
B,C,26212,26386,7777009145048750695
B,C,26248,26386,-3317256002244677791
B,C,26378,26386,-1761001425425794523
B,C,26268,26388,7468496536520290684
B,C,26367,26388,385469187348826341
A,C,26070,26388,4465846145384595338
B,C,26270,26390,4438226864161402844
B,C,26265,26390,-6072829280871154205
B,C,26233,26394,-4497138660983661360
B,C,26214,26394,-1854844278722005889
B,C,26274,26396,3766839599264772449
A,C,26082,26404,-7738418340831741856
B,C,26430,26432,6465332425899973300
B,C,26430,26434,-6959408602870341561
B,C,26430,26434,421846538514540207
B,C,26432,26434,-2955127204261236230
B,C,26432,26436,6253458832126357373
B,C,26434,26436,-423285553416315018
A,B,25332,26436,-7746408943097347984
A,B,25936,26439,-2078209307993041467
B,C,26439,26449,5805107179626411775
B,C,26449,26451,-2095789256869520387
B,C,26451,26453,9212154701409448070
B,C,26447,26456,5495906833527328214
B,C,26451,26456,7688082713512278712
B,C,25988,26462,-4114206493908628884
A,B,26430,26481,2754132442963395050
B,C,25940,26484,1659362821458271014
A,B,26427,26486,-1562574810149807424
B,C,26210,26486,-5982254022123177505
A,B,26429,26486,-9184931413503292020
A,B,26400,26486,-4841279423172637547
A,B,26429,26488,3079713880065503113
A,B,26430,26488,4497489842431143743
A,B,26365,26488,-7337039804724684657
B,C,26453,26488,9028084610836353278
A,B,26423,26488,6647771698593827287
A,B,26429,26488,393030696118812309
B,C,26458,26488,-634951049499649379
A,B,26365,26488,4888359251325085096
A,B,26433,26490,4249580839006143456
A,B,26430,26490,762172090336029344
A,B,26435,26490,-600858612082015006
A,B,26436,26490,6600131873296307274
A,B,26399,26490,-3369814505370492372
A,B,26430,26490,5305807916541149449
A,B,26357,26490,878944203822119944
A,B,26423,26490,4710103859479988446
A,B,26429,26492,8917465574570011985
A,B,26423,26492,8163515585404897099
A,B,26437,26492,-6635370762812673980
A,B,26429,26492,-5793614566922393026
A,B,26389,26492,-5670128305630027166
A,B,26391,26492,-9037151621917228984
A,B,26430,26494,4321393126503451436
A,B,26435,26494,-6450922682402863862
A,B,26429,26496,3190159385328444837
A,B,26395,26496,8874424393070888143
A,B,26435,26496,1677488594390090376
A,B,26436,26496,3616466248387632887
A,B,26430,26496,-5083111911126939181
A,B,26429,26496,-7111334148693919026
A,B,26157,26496,3887475285157857535
A,B,26430,26496,6682776997790322188
A,B,26441,26496,1873250106497295342
A,B,26429,26496,-2117083891986296558
A,B,26400,26496,341954626346208144
A,B,26382,26496,8848680599074851587
A,B,26421,26496,2603205041817826907
A,B,26387,26496,3082792385260921553
A,B,26433,26496,-4670002304972026299
A,B,26429,26496,-4503069241481301805
A,B,26430,26501,1124825920217526869
A,B,26430,26501,-8799977211149960526
A,B,26430,26501,-5980015714790822468
A,B,26435,26501,-1550924507773157722
A,B,26382,26503,-4932957092011851844
A,B,26436,26503,8014771119498471447
A,B,26429,26505,3094505002742238920
A,B,26391,26505,-5502961168537426990
A,B,26435,26505,4435117029153649118
A,B,26418,26505,7332027002285576030
A,B,26430,26505,-686562829621036416
A,B,26364,26505,-6890753035811873333
A,B,26389,26505,-8489947819828762793
A,B,26388,26507,-4797642810208308487
A,B,26423,26509,7810538681518020349
A,B,26423,26509,-2706985616910031611
A,B,26431,26509,7984465156052383893
A,B,26389,26509,-4730761477781722339
A,B,26381,26509,3176534840698889262
A,B,26435,26511,-8513022574380844261
A,B,26413,26511,-6048407467029122240
A,B,26430,26513,-8090101592874192833
A,B,26435,26513,-6505045940882917231
A,B,26388,26515,-1245484483114450874
A,B,26430,26517,-1008734033131825796
A,B,26423,26521,7411648031705371055
A,B,26441,26521,4145420796022275443
A,B,26401,26523,7960390636188514546
A,B,26103,26525,-6284021255797961963
A,B,26411,26529,6937881636387514913
A,B,26401,26529,8766263092178136755
A,B,26412,26533,2936438820430989328
A,B,26430,26533,60874061153235485
A,B,26430,26533,7164803147454553537
A,B,26417,26535,4888348251200084934
A,B,26364,26539,218225802233987008
A,B,26419,26541,-2406377642913916805
A,B,26429,26541,-5374388499914974764
A,B,26357,26546,7133128520895763362
A,B,26421,26548,3410856070085384051
A,B,26283,26552,52088479993423205
B,C,26554,26596,-1562574810149807424
B,C,26513,26600,6647771698593827287
B,C,26578,26611,6600131873296307274
B,C,26541,26613,3492757649808276230
B,C,26539,26615,4710103859479988446
A,C,26405,26615,7021459984842002902
B,C,26552,26615,-8799977211149960526
B,C,26533,26615,762172090336029344
B,C,26496,26615,-2117083891986296558
B,C,26521,26615,-4841279423172637547
B,C,26543,26619,-7603902734806135332
B,C,26545,26619,2995387490201022791
B,C,26544,26619,6682776997790322188
B,C,26503,26619,-5980015714790822468
B,C,26519,26619,-1008734033131825796
B,C,26486,26619,-3782846108807185285
B,C,26492,26619,2991665941751379631
B,C,26544,26619,8163515585404897099
B,C,26417,26619,6725020016372554130
B,C,26552,26619,-8513022574380844261
B,C,26537,26619,-5083111911126939181
B,C,26539,26619,8806160310862114735
B,C,26496,26621,8848680599074851587
B,C,26513,26621,-3317244002152677691
B,C,26552,26621,5305807916541149449
B,C,26548,26621,-6695930129301417399
B,C,26490,26621,1443567998276954473
B,C,26552,26621,6999825742711605681
B,C,26558,26621,-6635370762812673980
B,C,26548,26621,-4503069241481301805
A,C,26381,26621,-668927909371397401
A,C,26370,26623,-6393951247431302126
B,C,26535,26623,-3369814505370492372
B,C,26529,26623,2754132442963395050
B,C,26552,26623,7164803147454553537
B,C,26505,26623,-4932957092011851844
A,C,26429,26623,-1330994452685088055
B,C,26548,26623,-5793614566922393026
B,C,26509,26623,-4730761477781722339
B,C,26552,26627,3094505002742238920
B,C,26535,26627,7332027002285576030
A,C,26388,26627,-5222780810725445935
B,C,26509,26627,8874424393070888143
B,C,26505,26627,-8489947819828762793
B,C,26552,26627,1873250106497295342
B,C,26537,26627,2458898883592008243
B,C,26548,26627,-5374388499914974764
B,C,26503,26629,6868841255780409153
B,C,26556,26629,4548732931382623940
B,C,26625,26631,2754132442963395050
B,C,26535,26631,4249580839006143456
A,C,26311,26631,-8785940682075947470
B,C,26541,26631,7810538681518020349
B,C,26546,26631,-9184931413503292020
A,C,26430,26631,-8691780431257894678
B,C,26537,26631,-6048407467029122240
B,C,26509,26633,-4797642810208308487
B,C,26546,26633,-600858612082015006
B,C,26515,26633,-1245484483114450874
B,C,26631,26633,6647771698593827287
B,C,26505,26633,-5502961168537426990
B,C,26543,26636,-686562829621036416
B,C,26631,26636,-5980015714790822468
A,C,26429,26636,2153902817731835909
B,C,26546,26636,4497489842431143743
B,C,26633,26636,-2117083891986296558
B,C,26529,26636,8291027262250923489
A,C,26399,26638,-2945002655736617718
B,C,26517,26638,-3447944727322010973
B,C,26501,26638,8917465574570011985
B,C,26521,26638,878944203822119944
B,C,26511,26638,3176534840698889262
A,C,26377,26638,6195406818444917917
B,C,26529,26638,698472592448973282
B,C,26545,26638,-7111334148693919026
B,C,26552,26638,3887475285157857535
B,C,26519,26640,2187033524545990205
B,C,26638,26642,6725020016372554130
B,C,26509,26642,-9037151621917228984
B,C,26533,26644,-2162485729787811866
A,C,26407,26644,-1256229552866648569
B,C,26523,26644,7960390636188514546
B,C,26539,26646,7411648031705371055
B,C,26496,26646,4914050880350791328
B,C,26550,26646,-1550924507773157722
B,C,26638,26646,4548732931382623940
B,C,26527,26646,-7587567519627047193
B,C,26525,26646,-2885290714397308273
B,C,26529,26648,3082792385260921553
B,C,26535,26648,1060216226509514211
B,C,26550,26648,-6505045940882917231
B,C,26533,26648,7354771835050782334
B,C,26188,26648,-6834446071601561900
B,C,26629,26653,-6635370762812673980
B,C,26543,26653,-2763117915564643024
B,C,26529,26653,6937881636387514913
B,C,26527,26653,-6284021255797961963
B,C,26552,26655,4321393126503451436
B,C,26535,26655,4888348251200084934
B,C,26537,26655,4299765526918832184
B,C,26633,26657,6999825742711605681
B,C,26558,26657,336442937136509282
B,C,26543,26659,393030696118812309
B,C,26657,26659,7354771835050782334
B,C,26539,26659,-1349806935152561638
B,C,26539,26659,-3291390234096122417
B,C,26496,26661,341954626346208144
B,C,26653,26661,-6505045940882917231
B,C,26535,26661,2603205041817826907
B,C,26523,26664,3600145589161720872
B,C,26541,26664,-2406377642913916805
B,C,26533,26666,-5670128305630027166
B,C,26544,26666,60874061153235485
B,C,26539,26668,218225802233987008
B,C,26548,26668,3410856070085384051
B,C,26545,26668,2656285358797852712
B,C,26560,26668,7734443532116686416
B,C,26484,26670,7946866167070974811
B,C,26535,26670,-1671103494858613627
B,C,26550,26670,-4788130102498380881
B,C,26650,26670,8917465574570011985
B,C,26282,26672,8457097362093473940
B,C,26552,26674,-6318464372470403388
B,C,26554,26674,3616466248387632887
B,C,26554,26674,8014771119498471447
B,C,26552,26676,5817792257465623863
B,C,26509,26679,3079713880065503113
B,C,26552,26679,5005805001998421115
A,C,26429,26681,2138066337465746614
B,C,26541,26681,8397228467077730584
B,C,26664,26685,336442937136509282
B,C,26552,26685,52088479993423205
B,C,26521,26687,6242837411350365483
B,C,26642,26689,6600131873296307274
B,C,26670,26689,8163515585404897099
B,C,26539,26689,4435117029153649118
B,C,26441,26689,-695193846881126056
B,C,26496,26689,-6450922682402863862
A,C,26388,26691,203073417521629345
A,C,26429,26691,-8970423727205569884
B,C,26689,26693,-8799977211149960526
A,B,26716,26770,6682784997808322193
A,B,26712,26770,-698561951257936579
A,B,26676,26772,5616341406743566812
A,B,26717,26772,7444582358299698300
A,B,26719,26772,4836733229193555662
B,C,16598,16600,5061972203380474068
B,C,16612,16614,-1032845917786025606
B,C,16614,16617,-7181262974644874665
B,C,16515,16634,2393805471336612249
B,C,16553,16636,-1561682511711867416
B,C,16530,16636,-566824206541830488
B,C,16575,16636,7896313996175307753
B,C,16571,16638,6920292097337023366
B,C,16555,16638,6600048872804306597
B,C,16571,16640,8477530105149687406
B,C,16540,16640,1933396091851412601
B,C,16569,16640,-1822062850147843409
B,C,16523,16643,1308426112646443979
B,C,16497,16643,-401919583473138696
B,C,16549,16643,-1715278384696935210
B,C,16569,16643,-3259428850566154600
B,C,16555,16643,3084982128179789410
A,C,16417,16645,-8188633902481388400
B,C,16549,16645,-7570853895383308757
B,C,16573,16645,6261765659869258896
B,C,16567,16647,-8291859480797019324
B,C,16525,16647,-7010401826049591278
B,C,16562,16647,2906558512263298951
B,C,16465,16647,-8879209670702849067
B,C,16569,16647,-1259153259499708286
B,C,16575,16647,-2344086187740010559
B,C,16571,16649,-5421526984807944600
B,C,16483,16649,3758850803624663809
B,C,16519,16649,6311693192939078115
B,C,16573,16651,1550332797924665694
B,C,16558,16651,503041688600758828
B,C,16534,16651,-37191464657272627
B,C,16523,16651,-6160580935739631146
B,C,16545,16653,-6226505015866342667
B,C,16532,16653,-5873658981411977488
B,C,16487,16653,-282883814957727076
B,C,16573,16655,-528033788554487872
B,C,16551,16655,5347957255761205148
B,C,16534,16655,8363300223962915062
A,C,16416,16655,6321658088145898949
B,C,16517,16655,-3845859791410010102
B,C,16567,16655,-1906190440319204902
B,C,16510,16657,2655878728239595835
B,C,16575,16661,261153300440320765
A,C,16426,16661,910934227921569457
B,C,16560,16661,201385052693436648
B,C,16536,16661,-7991075232769722846
B,C,16567,16661,2376047801999122610
B,C,16534,16661,-6671576936385183573
A,C,16368,16661,-9089937592203022970
B,C,16571,16663,-1791408023985794706
B,C,16525,16665,4618708231807596140
B,C,16567,16665,8863640048557034290
B,C,16571,16665,6010751182052876759
A,C,16427,16665,261222732247507010
B,C,16540,16665,3733929708813678038
B,C,16569,16665,5045821216159343989
B,C,16649,16667,5806362226323370255
A,C,16396,16667,2644131126514315062
B,C,16571,16667,4671712342214167132
B,C,16521,16671,-3652744789668957831
B,C,16663,16671,-2344086187740010559
B,C,16540,16671,-7369844328168440389
B,C,16567,16671,-5678595964313057581
B,C,16519,16674,-9096191482367852319
B,C,16525,16674,5365096989574302202
B,C,16667,16676,-528033788554487872
B,C,16555,16678,-6307190484324287209
B,C,16573,16680,1347052937483665903
B,C,16551,16680,8849130479279428997
B,C,16549,16684,6634173460846940562
B,C,16560,16684,-1380671277553858403
B,C,16564,16687,-7775823008204462254
B,C,16651,16687,-8879209670702849067
B,C,16564,16691,7367050527761021627
B,C,16560,16698,-717475230920175359
B,C,16485,16698,-1823138123180552117
B,C,16553,16706,5698549741790333597
B,C,16562,16706,3592197939628090892
B,C,16569,16710,2507777671418802545
A,C,16455,16714,6355067970253298890
B,C,16461,16716,-642092419640863582
B,C,16276,16716,-4800316708837250045
A,B,16443,16722,-4610280777412155915
A,B,16722,16804,-878826916775928158
A,B,16721,16807,6211061216269113749
A,B,16727,16807,-2446011722302603032
A,B,16741,16809,-7262013675781522431
A,B,16757,16809,-6476716344154331259
A,B,16750,16809,2379255655602085447
A,B,16757,16811,6257492202730652197
A,B,16751,16811,8807728106258981710
A,B,16757,16811,7029464926235669736
A,B,16755,16811,-3096918325792927075
A,B,16556,16811,-633046054813086410
A,B,16721,16813,9208936297349399302
A,B,16685,16816,-697839292524138711
A,B,16745,16816,-651630886647331954
A,B,16698,16816,-3050333144952780100
A,B,16701,16816,-7741568556428903822
